CON_B	108
CON_A1	18
None significant	102
CON_C	46
CON_D	12
CON_F1	4
CON_G	20
A2.CY.94CY017_41	2
CON_01_AE	27
J.SE.94.SE7022	4
CON_B, CON_F1	1
K.CD.97.EQTB11C	1
